name,eps,gamma,alpha,beta,comm_dones,see_dones,see_intent,comm_range,phi,incomplete_penalty,popsize,num_parent,num_elite,max_iter,operator_threshold,adaptive_var_threshold,operator_step_size,start_weight,mutation_rate,crossover_function,mutation_function,max_quiescence,"score (5, 2)","score (10, 2)","score (20, 2)","score (5, 5)","score (10, 5)","score (20, 5)","totalcost (5, 2)","totalcost (10, 2)","totalcost (20, 2)","totalcost (5, 5)","totalcost (10, 5)","totalcost (20, 5)","minmax (5, 2)","minmax (10, 2)","minmax (20, 2)","minmax (5, 5)","minmax (10, 5)","minmax (20, 5)","elapsed (5, 2)","elapsed (10, 2)","elapsed (20, 2)","elapsed (5, 5)","elapsed (10, 5)","elapsed (20, 5)"
kTest2.1_0020,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.3,0.1,0.04,0.1,0.3,MIXED,MIXED,8,291.2,365.6333333333334,770.0666666666666,300.09999999999997,420.7,875.3666666666667,470.0,626.3333333333334,1370.6666666666667,496.0,1165.0,2225.6666666666665,271.3333333333333,336.6666666666667,703.3333333333334,278.3333333333333,338.0,725.3333333333334,15.418430725733439,26.66975466410319,53.88622387250265,27.367751042048138,55.43348320325216,117.36750237147014
kTest2.1_0021,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.3,0.1,0.05,0.1,0.3,MIXED,MIXED,3,299.6666666666667,380.9666666666667,813.2666666666668,291.3333333333333,378.96666666666664,815.1666666666666,419.6666666666667,659.6666666666666,1469.6666666666667,558.3333333333334,915.6666666666666,2064.6666666666665,286.3333333333333,350.0,740.3333333333334,261.6666666666667,319.3333333333333,676.3333333333334,8.28727658589681,25.513296842575073,45.01013191541036,26.73735984166463,51.42778770128886,102.62724733352661
kTest2.1_0022,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.3,0.1,0.05,0.1,0.3,MIXED,MIXED,5,296.76666666666665,372.3333333333333,778.5,286.29999999999995,388.1666666666667,848.4333333333334,444.6666666666667,654.3333333333334,1377.0,526.0,821.6666666666666,2079.3333333333335,280.3333333333333,341.0,712.0,259.6666666666667,340.0,711.6666666666666,12.064239343007406,28.352160771687824,55.8345316251119,28.951057990392048,55.717227935791016,107.79253228505452
kTest2.1_0023,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.3,0.1,0.05,0.1,0.3,MIXED,MIXED,8,298.1666666666667,375.7666666666667,759.2999999999998,289.23333333333335,431.96666666666664,795.3333333333334,437.6666666666667,538.6666666666666,1359.0,510.3333333333333,959.6666666666666,1992.3333333333333,282.6666666666667,357.6666666666667,692.6666666666666,264.6666666666667,373.3333333333333,662.3333333333334,14.808911879857382,24.851896206537884,56.28751587867737,29.018958568572998,58.973874727884926,113.92060033480327
kTest2.1_0024,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.6,0.1,0.02,0.1,0.3,MIXED,MIXED,3,306.5333333333333,357.13333333333327,820.8000000000001,288.3333333333333,380.59999999999997,844.0666666666666,500.3333333333333,640.3333333333334,1428.0,567.3333333333334,902.0,2128.6666666666665,285.0,325.6666666666667,753.3333333333334,257.3333333333333,322.6666666666667,701.3333333333334,10.589794158935547,26.607032934824627,51.10466647148132,26.37277062733968,56.45420511563619,102.63181432088216
kTest2.1_0025,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.6,0.1,0.02,0.1,0.3,MIXED,MIXED,5,290.1666666666667,393.5333333333333,830.4666666666667,303.8333333333333,397.03333333333336,851.7666666666668,486.6666666666667,644.3333333333334,1467.6666666666667,401.3333333333333,931.3333333333334,2148.6666666666665,268.3333333333333,365.6666666666667,759.6666666666666,293.0,337.6666666666667,707.6666666666666,15.152933359146118,27.477924744288128,55.71986047426859,24.59234317143758,49.46742598215739,107.64219347635905
kTest2.1_0026,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.6,0.1,0.02,0.1,0.3,MIXED,MIXED,8,292.73333333333335,383.9666666666667,775.0333333333333,289.09999999999997,406.56666666666666,770.4,491.3333333333333,647.6666666666666,1357.3333333333333,509.0,1014.6666666666666,2043.0,270.6666666666667,354.6666666666667,710.3333333333334,264.6666666666667,339.0,629.0,16.345712184906006,27.482226451237995,54.250974814097084,26.315584023793537,53.16759165128072,100.17607323328654
kTest2.1_0027,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.6,0.1,0.03,0.1,0.3,MIXED,MIXED,3,299.3333333333333,407.3,845.1333333333333,288.0333333333333,371.8666666666666,855.5333333333333,422.3333333333333,596.0,1512.3333333333333,552.3333333333334,964.6666666666666,1769.3333333333333,285.6666666666667,386.3333333333333,771.0,258.6666666666667,306.0,754.0,13.584725300470987,18.423932313919067,39.702354431152344,23.660956064860027,48.65139659245809,99.13987239201863
kTest2.1_0028,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.6,0.1,0.03,0.1,0.3,MIXED,MIXED,5,295.09999999999997,362.3,781.0333333333333,282.73333333333335,376.59999999999997,863.3666666666668,443.0,491.0,1393.3333333333333,550.3333333333334,1036.0,2255.6666666666665,278.6666666666667,348.0,713.0,253.0,303.3333333333333,708.6666666666666,14.449698766072592,24.72139636675517,55.72508263587952,27.73362143834432,50.73589062690735,96.7974185148875
kTest2.1_0029,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.6,0.1,0.03,0.1,0.3,MIXED,MIXED,8,298.0,408.3666666666666,710.5,284.6333333333333,413.8666666666666,792.4,418.0,693.6666666666666,1261.0,554.3333333333334,856.6666666666666,2233.0,284.6666666666667,376.6666666666667,649.3333333333334,254.66666666666666,364.6666666666667,632.3333333333334,14.908011515935263,28.25952474276225,53.68851741154989,27.55527464548747,47.26582916577657,100.51716542243958
